Store ID,Product ID,Inventory Level,Units Sold,Units Ordered,Price,Discount,Promotion,Competitor Pricing,Seasonality,Epidemic,Demand,Seasonality_enc,Category_Clothing,Category_Electronics,Category_Furniture,Category_Groceries,Category_Toys,Region_East,Region_North,Region_South,Region_West,Weather Condition_Cloudy,Weather Condition_Rainy,Weather Condition_Snowy,Weather Condition_Sunny,Year,Month,DayOfWeek,Quarter,IsWeekend,Revenue,Stock_Ratio,Price_vs_Comp,Order_Fill_Rate,Lag_1,Lag_7,Rolling_7
4,6,237,101,302.5,36.01,20,1,32.68,Winter,1,149,0,0,0,0,1,0,0,0,0,1,0,0,0,1,2024,1,0,1,0,2909.608,2.323529411764706,3.3299999999999983,0.3338842975206612,10.0,103.0,78.0
5,6,599,90,0.0,50.17,15,1,47.91,Winter,1,80,0,0,0,0,1,0,0,1,0,0,1,0,0,0,2024,1,0,1,0,3838.005,6.582417582417582,2.260000000000005,0.0,149.0,34.0,84.57142857142857
1,6,164,72,240.0,37.41,10,0,36.74,Winter,0,83,0,0,0,0,0,1,0,1,0,0,0,0,1,0,2024,1,1,1,0,2424.1679999999997,2.2465753424657535,0.6699999999999946,0.3,80.0,63.0,91.14285714285714
2,6,201,149,0.0,67.44,10,0,72.66,Winter,0,138,0,1,0,0,0,0,0,0,1,0,1,0,0,0,2024,1,1,1,0,9043.704,1.34,-5.219999999999999,0.0,83.0,115.0,94.0
3,6,121,62,73.0,36.61,10,0,36.07,Winter,0,91,0,0,0,0,0,1,1,0,0,0,0,0,1,0,2024,1,1,1,0,2042.8380000000002,1.9206349206349207,0.5399999999999991,0.8493150684931506,138.0,26.0,97.28571428571429
4,6,136,136,0.0,40.62,10,0,37.95,Winter,0,150,0,0,0,0,1,0,0,0,0,1,0,0,1,0,2024,1,1,1,0,4971.888,0.9927007299270073,2.6699999999999946,0.0,91.0,195.0,106.57142857142857
5,6,509,107,0.0,55.46,10,0,48.6,Winter,0,93,0,0,0,0,1,0,0,1,0,0,0,0,1,0,2024,1,1,1,0,5340.798000000001,4.712962962962963,6.859999999999999,0.0,150.0,10.0,100.14285714285714
1,6,92,50,0.0,35.32,0,0,38.49,Winter,0,53,0,0,0,0,0,1,0,1,0,0,0,0,1,0,2024,1,2,1,0,1766.0,1.803921568627451,-3.1700000000000017,0.0,93.0,149.0,112.0
2,6,52,52,99.0,65.99,5,0,76.12,Winter,0,113,0,1,0,0,0,0,0,0,1,0,0,0,1,0,2024,1,2,1,0,3259.9059999999995,0.9811320754716981,-10.13000000000001,0.5252525252525253,53.0,80.0,98.28571428571429
3,6,132,112,86.0,39.81,0,0,45.52,Winter,0,100,0,0,0,0,0,1,1,0,0,0,1,0,0,0,2024,1,2,1,0,4458.72,1.168141592920354,-5.710000000000001,1.0,113.0,83.0,103.0
4,6,337,121,302.5,43.36,5,0,40.26,Winter,0,154,0,0,0,0,1,0,0,0,0,1,1,0,0,0,2024,1,2,1,0,4984.231999999999,2.762295081967213,3.1000000000000014,0.4,100.0,138.0,105.42857142857143
5,6,402,123,302.5,63.14,0,0,75.89,Winter,0,116,0,0,0,0,1,0,0,1,0,0,0,0,1,0,2024,1,2,1,0,7766.22,3.2419354838709675,-12.75,0.4066115702479339,154.0,91.0,107.71428571428571
1,6,42,42,274.0,39.76,5,0,37.45,Winter,0,85,0,0,0,0,0,1,0,1,0,0,0,0,1,0,2024,1,3,1,0,1586.4239999999998,0.9767441860465116,2.309999999999995,0.15328467153284672,116.0,150.0,111.28571428571429
2,6,99,99,90.0,64.49,5,0,58.46,Winter,0,90,0,1,0,0,0,0,0,0,1,0,0,0,1,0,2024,1,3,1,0,6065.284499999999,0.99,6.029999999999994,1.0,85.0,93.0,102.0
3,6,106,106,117.0,42.84,5,0,50.14,Winter,0,140,0,0,0,0,0,1,1,0,0,0,0,0,0,1,2024,1,3,1,0,4313.987999999999,0.9906542056074766,-7.299999999999997,0.905982905982906,90.0,53.0,101.57142857142857
4,6,216,78,0.0,33.63,10,0,39.38,Winter,0,105,0,0,0,0,1,0,0,0,0,1,0,0,0,1,2024,1,3,1,0,2360.8260000000005,2.7341772151898733,-5.75,0.0,140.0,113.0,114.0
5,6,279,101,0.0,56.19,5,0,60.62,Winter,0,96,0,0,0,0,1,0,0,1,0,0,0,0,1,0,2024,1,3,1,0,5391.4304999999995,2.735294117647059,-4.43,0.0,105.0,100.0,112.85714285714286
1,6,240,70,0.0,38.89,10,1,44.35,Winter,0,110,0,0,0,0,0,1,0,1,0,0,1,0,0,0,2024,1,4,1,0,2450.07,3.380281690140845,-5.460000000000001,0.0,96.0,154.0,112.28571428571429
2,6,90,90,117.0,52.81,25,1,59.95,Winter,0,117,0,1,0,0,0,0,0,0,1,0,1,0,0,0,2024,1,4,1,0,3564.675,0.989010989010989,-7.140000000000001,0.7692307692307693,110.0,116.0,106.0
3,6,117,58,69.0,35.92,10,1,32.97,Winter,0,85,0,0,0,0,0,1,1,0,0,0,0,0,0,1,2024,1,4,1,0,1875.0240000000001,1.9830508474576272,2.950000000000003,0.8405797101449275,117.0,85.0,106.14285714285714
4,6,491,68,0.0,27.61,25,1,32.58,Winter,0,100,0,0,0,0,1,0,0,0,0,1,0,0,1,0,2024,1,4,1,0,1408.1100000000001,7.115942028985507,-4.969999999999999,0.0,85.0,90.0,106.14285714285714
5,6,178,87,0.0,47.85,25,1,52.06,Winter,0,120,0,0,0,0,1,0,0,1,0,0,1,0,0,0,2024,1,4,1,0,3122.2124999999996,2.022727272727273,-4.210000000000001,0.0,100.0,140.0,107.57142857142857
1,6,170,68,0.0,37.27,5,0,41.19,Winter,0,81,0,0,0,0,0,1,0,1,0,0,0,0,0,1,2024,1,5,1,1,2407.642,2.463768115942029,-3.9199999999999946,0.0,120.0,105.0,104.71428571428571
2,6,117,72,78.0,60.03,10,0,54.66,Winter,0,85,0,1,0,0,0,0,0,0,1,0,1,0,0,0,2024,1,5,1,1,3889.944,1.6027397260273972,5.3700000000000045,0.9230769230769231,81.0,96.0,101.28571428571429
3,6,128,107,100.0,36.63,5,0,40.74,Winter,0,90,0,0,0,0,0,1,1,0,0,0,1,0,0,0,2024,1,5,1,1,3723.4395,1.1851851851851851,-4.109999999999999,1.0,85.0,110.0,99.71428571428571
4,6,423,73,0.0,29.35,10,0,31.57,Winter,0,65,0,0,0,0,1,0,0,0,0,1,1,0,0,0,2024,1,5,1,1,1928.2950000000003,5.716216216216216,-2.219999999999999,0.0,90.0,117.0,96.85714285714286
5,6,91,71,0.0,54.57,5,0,59.58,Winter,0,87,0,0,0,0,1,0,0,1,0,0,0,0,0,1,2024,1,5,1,1,3680.7464999999997,1.2638888888888888,-5.009999999999998,0.0,65.0,85.0,89.42857142857143
1,6,376,73,0.0,35.92,10,0,35.41,Winter,0,72,0,0,0,0,0,1,0,1,0,0,0,0,1,0,2024,1,6,1,1,2359.9440000000004,5.081081081081081,0.5100000000000051,0.0,87.0,100.0,89.71428571428571
2,6,123,77,135.0,69.41,0,0,77.67,Winter,0,113,0,1,0,0,0,0,0,0,1,0,1,0,0,0,2024,1,6,1,1,5344.57,1.5769230769230769,-8.260000000000005,0.5703703703703704,72.0,120.0,85.71428571428571
3,6,121,29,50.0,31.21,5,0,37.52,Winter,0,46,0,0,0,0,0,1,1,0,0,0,1,0,0,0,2024,1,6,1,1,859.8355,4.033333333333333,-6.310000000000002,0.58,113.0,81.0,84.71428571428571
4,6,350,61,0.0,30.15,10,0,35.77,Winter,0,73,0,0,0,0,1,0,0,0,0,1,1,0,0,0,2024,1,6,1,1,1655.235,5.645161290322581,-5.6200000000000045,0.0,46.0,85.0,79.71428571428571
5,6,510,51,0.0,55.43,0,0,51.95,Winter,0,63,0,0,0,0,1,0,0,1,0,0,0,0,1,0,2024,1,6,1,1,2826.93,9.807692307692308,3.479999999999997,0.0,73.0,90.0,78.0
1,6,303,73,0.0,34.46,10,0,37.43,Winter,0,75,0,0,0,0,0,1,0,1,0,0,1,0,0,0,2024,1,0,1,0,2264.022,4.094594594594595,-2.969999999999999,0.0,63.0,65.0,74.14285714285714
2,6,181,106,0.0,70.86,0,0,70.2,Winter,0,103,0,1,0,0,0,0,0,0,1,0,1,0,0,0,2024,1,0,1,0,7511.16,1.691588785046729,0.6599999999999966,0.0,75.0,87.0,75.57142857142857
3,6,142,93,74.0,35.45,5,0,42.14,Winter,0,80,0,0,0,0,0,1,1,0,0,0,0,0,0,1,2024,1,0,1,0,3132.0075,1.5106382978723405,-6.689999999999998,1.0,103.0,72.0,77.85714285714286
4,6,289,85,0.0,32.25,10,0,34.67,Winter,0,92,0,0,0,0,1,0,0,0,0,1,1,0,0,0,2024,1,0,1,0,2467.125,3.36046511627907,-2.4200000000000017,0.0,80.0,113.0,79.0
5,6,459,78,302.5,66.85,0,0,59.76,Winter,0,118,0,0,0,0,1,0,0,1,0,0,1,0,0,0,2024,1,0,1,0,5214.299999999999,5.810126582278481,7.089999999999996,0.2578512396694215,92.0,46.0,76.0
1,6,230,57,0.0,38.26,0,0,36.06,Winter,0,60,0,0,0,0,0,1,0,1,0,0,0,0,1,0,2024,1,1,1,0,2180.8199999999997,3.9655172413793105,2.1999999999999957,0.0,118.0,73.0,86.28571428571429
2,6,75,57,90.0,68.14,0,0,58.06,Winter,0,91,0,1,0,0,0,0,0,0,1,0,0,0,1,0,2024,1,1,1,0,3883.98,1.293103448275862,10.079999999999998,0.6333333333333333,60.0,63.0,84.42857142857143
3,6,123,48,72.0,35.47,0,0,39.97,Winter,0,66,0,0,0,0,0,1,1,0,0,0,1,0,0,0,2024,1,1,1,0,1702.56,2.510204081632653,-4.5,0.6666666666666666,91.0,75.0,88.42857142857143
4,6,204,62,0.0,33.03,0,0,28.94,Winter,0,55,0,0,0,0,1,0,0,0,0,1,0,0,1,0,2024,1,1,1,0,2047.8600000000001,3.238095238095238,4.09,0.0,66.0,103.0,87.14285714285714
5,6,381,68,0.0,50.02,5,0,56.76,Winter,0,63,0,0,0,0,1,0,0,1,0,0,0,0,1,0,2024,1,1,1,0,3231.292,5.521739130434782,-6.739999999999995,0.0,55.0,80.0,80.28571428571429
1,6,173,60,143.0,34.21,5,0,40.39,Winter,0,58,0,0,0,0,0,1,0,1,0,0,1,0,0,0,2024,1,2,1,0,1949.9699999999998,2.8360655737704916,-6.18,0.4195804195804196,63.0,92.0,77.85714285714286
2,6,108,13,0.0,49.39,5,0,45.19,Winter,0,21,0,1,0,0,0,0,0,0,1,0,1,0,0,0,2024,1,2,1,0,609.9665,7.714285714285714,4.200000000000003,0.0,58.0,118.0,73.0
3,6,147,76,82.0,35.81,10,0,33.01,Winter,0,84,0,0,0,0,0,1,1,0,0,0,0,0,1,0,2024,1,2,1,0,2449.4040000000005,1.9090909090909092,2.8000000000000043,0.926829268292683,21.0,60.0,59.142857142857146
4,6,142,32,0.0,26.9,10,0,25.8,Winter,0,30,0,0,0,0,1,0,0,0,0,1,0,0,1,0,2024,1,2,1,0,774.72,4.303030303030303,1.0999999999999979,0.0,84.0,91.0,62.57142857142857
5,6,313,79,0.0,61.43,5,0,54.58,Winter,0,108,0,0,0,0,1,0,0,1,0,0,1,0,0,0,2024,1,2,1,0,4610.3215,3.9125,6.850000000000001,0.0,30.0,66.0,53.857142857142854
1,6,113,42,0.0,35.02,0,0,41.66,Winter,0,51,0,0,0,0,0,1,0,1,0,0,0,0,0,1,2024,1,3,1,0,1470.8400000000001,2.627906976744186,-6.6399999999999935,0.0,108.0,55.0,59.857142857142854
2,6,95,66,71.0,54.45,10,0,59.21,Winter,0,72,0,1,0,0,0,0,0,0,1,0,0,0,0,1,2024,1,3,1,0,3234.3300000000004,1.4179104477611941,-4.759999999999998,0.9295774647887324,51.0,63.0,59.285714285714285
3,6,153,85,99.0,34.07,10,0,36.39,Winter,0,85,0,0,0,0,0,1,1,0,0,0,1,0,0,0,2024,1,3,1,0,2606.355,1.7790697674418605,-2.3200000000000003,0.8585858585858586,72.0,58.0,60.57142857142857
4,6,110,86,236.0,35.1,5,0,37.18,Winter,0,101,0,0,0,0,1,0,0,0,0,1,0,0,1,0,2024,1,3,1,0,2867.6699999999996,1.264367816091954,-2.0799999999999983,0.3644067796610169,85.0,21.0,64.42857142857143
5,6,234,79,0.0,50.85,10,0,61.17,Winter,0,83,0,0,0,0,1,0,0,1,0,0,0,0,0,1,2024,1,3,1,0,3615.435,2.925,-10.32,0.0,101.0,84.0,75.85714285714286
1,6,71,46,0.0,34.08,0,0,39.14,Winter,0,44,0,0,0,0,0,1,0,1,0,0,0,0,1,0,2024,1,4,1,0,1567.6799999999998,1.5106382978723405,-5.060000000000002,0.0,83.0,30.0,75.71428571428571
2,6,100,77,73.0,57.48,10,0,64.73,Winter,0,87,0,1,0,0,0,0,0,0,1,0,0,0,1,0,2024,1,4,1,0,3983.364,1.2820512820512822,-7.250000000000007,1.0,44.0,108.0,77.71428571428571
3,6,167,80,0.0,38.18,0,0,33.23,Winter,0,72,0,0,0,0,0,1,1,0,0,0,0,0,0,1,2024,1,4,1,0,3054.4,2.0617283950617282,4.950000000000003,0.0,87.0,51.0,74.71428571428571
4,6,24,24,0.0,34.34,5,0,32.1,Winter,0,80,0,0,0,0,1,0,0,0,0,1,0,0,1,0,2024,1,4,1,0,782.952,0.96,2.240000000000002,0.0,72.0,72.0,77.71428571428571
5,6,663,55,0.0,54.61,5,0,51.55,Winter,0,73,0,0,0,0,1,0,0,1,0,0,0,0,1,0,2024,1,4,1,0,2853.3725,11.839285714285714,3.0600000000000023,0.0,80.0,85.0,78.85714285714286
1,6,168,95,255.0,44.35,0,0,41.37,Winter,0,103,0,0,0,0,0,1,0,1,0,0,0,0,0,1,2024,1,5,1,1,4213.25,1.75,2.980000000000004,0.37254901960784315,73.0,101.0,77.14285714285714
2,6,96,62,106.0,62.42,10,0,60.13,Winter,0,96,0,1,0,0,0,0,0,0,1,0,0,0,0,1,2024,1,5,1,1,3483.036,1.5238095238095237,2.289999999999999,0.5849056603773585,103.0,83.0,77.42857142857143
3,6,87,76,71.0,37.14,0,0,40.34,Winter,0,79,0,0,0,0,0,1,1,0,0,0,0,0,0,1,2024,1,5,1,1,2822.64,1.12987012987013,-3.200000000000003,1.0,96.0,44.0,79.28571428571429
4,6,236,63,159.0,37.32,0,0,33.69,Winter,0,89,0,0,0,0,1,0,0,0,0,1,0,0,0,1,2024,1,5,1,1,2351.16,3.6875,3.6300000000000026,0.39622641509433965,79.0,87.0,84.28571428571429
5,6,608,56,0.0,56.88,0,0,63.64,Winter,0,84,0,0,0,0,1,0,0,1,0,0,0,0,0,1,2024,1,5,1,1,3185.28,10.666666666666666,-6.759999999999998,0.0,89.0,72.0,84.57142857142857
1,6,73,56,0.0,30.27,25,1,29.38,Winter,0,75,0,0,0,0,0,1,0,1,0,0,1,0,0,0,2024,1,6,1,1,1271.34,1.280701754385965,0.8900000000000006,0.0,84.0,80.0,86.28571428571429
2,6,140,79,0.0,50.49,20,1,53.81,Winter,0,84,0,1,0,0,0,0,0,0,1,0,0,0,1,0,2024,1,6,1,1,3190.9680000000003,1.75,-3.3200000000000003,0.0,75.0,73.0,85.57142857142857
3,6,82,43,58.0,29.52,20,1,27.26,Winter,0,63,0,0,0,0,0,1,1,0,0,0,0,0,1,0,2024,1,6,1,1,1015.4879999999999,1.8636363636363635,2.259999999999998,0.7413793103448276,84.0,103.0,87.14285714285714
4,6,173,68,0.0,26.4,25,1,28.72,Winter,0,87,0,0,0,0,1,0,0,0,0,1,0,0,1,0,2024,1,6,1,1,1346.3999999999999,2.5072463768115942,-2.3200000000000003,0.0,63.0,96.0,81.42857142857143
5,6,552,100,302.5,55.53,20,1,64.92,Winter,0,148,0,0,0,0,1,0,0,1,0,0,1,0,0,0,2024,1,6,1,1,4442.400000000001,5.465346534653466,-9.39,0.3305785123966942,87.0,79.0,80.14285714285714
1,6,17,17,282.0,43.9,0,0,49.23,Winter,0,116,0,0,0,0,0,1,0,1,0,0,0,0,0,1,2024,1,0,1,0,746.3,0.9444444444444444,-5.329999999999998,0.06028368794326241,148.0,89.0,90.0
2,6,61,61,102.0,64.09,5,0,62.55,Winter,0,88,0,1,0,0,0,0,0,0,1,0,0,0,1,0,2024,1,0,1,0,3714.0155,0.9838709677419355,1.5400000000000063,0.5980392156862745,116.0,84.0,93.85714285714286
3,6,97,79,101.0,43.89,0,0,39.59,Winter,0,114,0,0,0,0,0,1,1,0,0,0,0,0,0,1,2024,1,0,1,0,3467.31,1.2125,4.299999999999997,0.7821782178217822,88.0,75.0,94.42857142857143
4,6,264,174,302.5,41.36,10,0,37.17,Winter,0,157,0,0,0,0,1,0,0,0,0,1,1,0,0,0,2024,1,0,1,0,6476.976000000001,1.5085714285714287,4.189999999999998,0.5752066115702479,114.0,84.0,100.0
5,6,452,74,0.0,64.5,5,0,63.04,Winter,0,123,0,0,0,0,1,0,0,1,0,0,0,0,0,1,2024,1,0,1,0,4534.349999999999,6.026666666666666,1.4600000000000009,0.0,157.0,63.0,110.42857142857143
1,6,255,127,0.0,38.43,15,1,44.11,Winter,0,125,0,0,0,0,0,1,0,1,0,0,0,0,1,0,2024,1,1,1,0,4148.518499999999,1.9921875,-5.68,0.0,123.0,87.0,119.0
2,6,102,84,73.0,52.88,15,1,57.92,Winter,0,80,0,1,0,0,0,0,0,0,1,0,0,0,1,0,2024,1,1,1,0,3775.632,1.2,-5.039999999999999,1.0,125.0,148.0,124.42857142857143
3,6,119,119,181.0,47.58,10,1,43.55,Winter,0,179,0,0,0,0,0,1,1,0,0,0,1,0,0,0,2024,1,1,1,0,5095.817999999999,0.9916666666666667,4.030000000000001,0.6574585635359116,80.0,116.0,114.71428571428571
4,6,90,90,0.0,33.26,15,1,36.38,Winter,0,119,0,0,0,0,1,0,0,0,0,1,1,0,0,0,2024,1,1,1,0,2544.3899999999994,0.989010989010989,-3.1200000000000045,0.0,179.0,88.0,123.71428571428571
5,6,378,114,0.0,56.68,15,1,64.73,Winter,0,134,0,0,0,0,1,0,0,1,0,0,0,0,1,0,2024,1,1,1,0,5492.2919999999995,3.2869565217391306,-8.050000000000004,0.0,119.0,114.0,128.14285714285714
1,6,128,34,0.0,23.95,25,1,26.61,Winter,0,28,0,0,0,0,0,1,0,1,0,0,1,0,0,0,2024,1,2,1,0,610.7249999999999,3.657142857142857,-2.66,0.0,134.0,157.0,131.0
2,6,91,91,134.0,60.63,25,1,65.22,Winter,0,165,0,1,0,0,0,0,0,0,1,0,0,0,0,1,2024,1,2,1,0,4137.9974999999995,0.9891304347826086,-4.589999999999996,0.6791044776119403,28.0,123.0,112.57142857142857
3,6,181,75,87.0,31.96,25,1,30.66,Winter,0,105,0,0,0,0,0,1,1,0,0,0,0,0,1,0,2024,1,2,1,0,1797.75,2.3815789473684212,1.3000000000000007,0.8620689655172413,165.0,125.0,118.57142857142857
4,6,329,122,0.0,35.16,15,1,34.56,Winter,0,121,0,0,0,0,1,0,0,0,0,1,0,0,1,0,2024,1,2,1,0,3646.0919999999996,2.6747967479674797,0.5999999999999943,0.0,105.0,80.0,115.71428571428571
5,6,264,127,0.0,65.77,10,1,71.23,Winter,0,167,0,0,0,0,1,0,0,1,0,0,1,0,0,0,2024,1,2,1,0,7517.5109999999995,2.0625,-5.460000000000008,0.0,121.0,179.0,121.57142857142857
1,6,376,151,302.5,36.19,25,1,41.28,Winter,0,147,0,0,0,0,0,1,0,1,0,0,0,0,0,1,2024,1,3,1,0,4098.5175,2.473684210526316,-5.090000000000003,0.4991735537190083,167.0,119.0,119.85714285714286
2,6,134,134,252.0,79.33,20,1,70.37,Winter,0,226,0,1,0,0,0,0,0,0,1,0,0,0,0,1,2024,1,3,1,0,8504.176,0.9925925925925926,8.959999999999994,0.5317460317460317,147.0,134.0,123.85714285714286
3,6,193,118,0.0,32.21,20,1,34.23,Winter,0,103,0,0,0,0,0,1,1,0,0,0,0,0,0,1,2024,1,3,1,0,3040.6240000000003,1.6218487394957983,-2.019999999999996,0.0,226.0,28.0,137.0
4,6,207,197,302.5,45.29,10,1,38.97,Winter,0,191,0,0,0,0,1,0,0,0,0,1,1,0,0,0,2024,1,3,1,0,8029.9169999999995,1.0454545454545454,6.32,0.6512396694214876,103.0,165.0,147.71428571428572
5,6,696,92,0.0,50.99,25,1,61.18,Winter,0,141,0,0,0,0,1,0,0,1,0,0,0,0,0,1,2024,1,3,1,0,3518.31,7.483870967741935,-10.189999999999998,0.0,191.0,105.0,151.42857142857142
1,6,225,60,0.0,37.22,0,0,39.25,Winter,0,67,0,0,0,0,0,1,0,1,0,0,1,0,0,0,2024,1,4,1,0,2233.2,3.6885245901639343,-2.030000000000001,0.0,141.0,121.0,156.57142857142858
2,6,252,140,0.0,64.21,10,0,67.86,Winter,0,121,0,1,0,0,0,0,0,0,1,0,0,0,0,1,2024,1,4,1,0,8090.46,1.7872340425531914,-3.6500000000000057,0.0,67.0,167.0,148.85714285714286
3,6,75,75,126.0,38.21,10,0,45.05,Winter,0,120,0,0,0,0,0,1,1,0,0,0,0,0,1,0,2024,1,4,1,0,2579.175,0.9868421052631579,-6.839999999999996,0.5952380952380952,121.0,147.0,142.28571428571428
4,6,10,10,269.0,41.58,5,0,38.87,Winter,0,140,0,0,0,0,1,0,0,0,0,1,0,0,0,1,2024,1,4,1,0,395.00999999999993,0.9090909090909091,2.710000000000001,0.03717472118959108,120.0,226.0,138.42857142857142
5,6,604,70,0.0,55.26,0,0,60.83,Winter,0,76,0,0,0,0,1,0,0,1,0,0,1,0,0,0,2024,1,4,1,0,3868.2,8.507042253521126,-5.57,0.0,140.0,103.0,126.14285714285714
1,6,165,80,0.0,36.98,10,0,34.82,Winter,0,80,0,0,0,0,0,1,0,1,0,0,0,0,1,0,2024,1,5,1,1,2662.56,2.037037037037037,2.1599999999999966,0.0,76.0,191.0,122.28571428571429
2,6,112,112,181.0,81.28,0,0,94.21,Winter,0,167,0,1,0,0,0,0,0,0,1,0,0,0,0,1,2024,1,5,1,1,9103.36,0.9911504424778761,-12.929999999999993,0.6187845303867403,80.0,141.0,106.42857142857143
3,6,126,126,137.0,42.74,0,0,50.81,Winter,0,122,0,0,0,0,0,1,1,0,0,0,0,0,1,0,2024,1,5,1,1,5385.240000000001,0.9921259842519685,-8.07,0.9197080291970803,167.0,67.0,110.14285714285714
4,6,306,57,0.0,35.19,0,0,38.18,Winter,0,87,0,0,0,0,1,0,0,0,0,1,1,0,0,0,2024,1,5,1,1,2005.83,5.275862068965517,-2.990000000000002,0.0,122.0,121.0,118.0
5,6,534,126,302.5,71.8,0,0,65.13,Winter,0,142,0,0,0,0,1,0,0,1,0,0,0,0,1,0,2024,1,5,1,1,9046.8,4.2047244094488185,6.670000000000002,0.41652892561983473,87.0,120.0,113.14285714285714
1,6,613,107,0.0,40.88,10,1,44.23,Winter,0,127,0,0,0,0,0,1,0,1,0,0,1,0,0,0,2024,1,6,1,1,3936.744,5.675925925925926,-3.3499999999999943,0.0,142.0,140.0,116.28571428571429
2,6,181,181,167.0,72.83,15,1,62.73,Winter,0,167,0,1,0,0,0,0,0,0,1,0,1,0,0,0,2024,1,6,1,1,11204.895499999999,0.9945054945054945,10.100000000000001,1.0,127.0,76.0,114.42857142857143
3,6,137,97,111.0,35.1,15,1,38.03,Winter,0,111,0,0,0,0,0,1,1,0,0,0,1,0,0,0,2024,1,6,1,1,2893.9950000000003,1.3979591836734695,-2.9299999999999997,0.8738738738738738,167.0,80.0,127.42857142857143
4,6,518,198,0.0,38.72,25,1,45.34,Winter,0,223,0,0,0,0,1,0,0,0,0,1,0,0,0,1,2024,1,6,1,1,5749.92,2.6030150753768844,-6.6200000000000045,0.0,111.0,167.0,131.85714285714286
5,6,408,81,0.0,46.74,25,1,55.15,Winter,0,112,0,0,0,0,1,0,0,1,0,0,1,0,0,0,2024,1,6,1,1,2839.455,4.975609756097561,-8.409999999999997,0.0,223.0,122.0,139.85714285714286
1,6,506,70,0.0,41.34,5,0,44.49,Winter,0,113,0,0,0,0,0,1,0,1,0,0,1,0,0,0,2024,1,0,1,0,2749.11,7.126760563380282,-3.1499999999999986,0.0,112.0,87.0,138.42857142857142
2,6,167,69,0.0,63.2,10,0,58.91,Winter,0,100,0,1,0,0,0,0,0,0,1,0,0,0,1,0,2024,1,0,1,0,3924.7200000000003,2.3857142857142857,4.290000000000006,0.0,113.0,142.0,142.14285714285714
3,6,151,89,94.0,38.3,0,0,45.13,Winter,0,88,0,0,0,0,0,1,1,0,0,0,0,0,1,0,2024,1,0,1,0,3408.7,1.6777777777777778,-6.830000000000005,0.9468085106382979,100.0,127.0,136.14285714285714
4,6,253,119,212.0,41.05,0,0,40.99,Winter,0,118,0,0,0,0,1,0,0,0,0,1,0,0,0,1,2024,1,0,1,0,4884.95,2.1083333333333334,0.05999999999999517,0.5613207547169812,88.0,167.0,130.57142857142858
5,6,327,61,0.0,52.66,10,0,49.18,Winter,0,78,0,0,0,0,1,0,0,1,0,0,1,0,0,0,2024,1,0,1,0,2891.0339999999997,5.274193548387097,3.479999999999997,0.0,118.0,111.0,123.57142857142857
1,6,436,81,0.0,37.13,10,0,43.84,Winter,0,96,0,0,0,0,0,1,0,1,0,0,0,0,1,0,2024,1,1,1,0,2706.777,5.317073170731708,-6.710000000000001,0.0,78.0,223.0,118.85714285714286
2,6,98,96,117.0,63.58,10,0,76.22,Winter,0,118,0,1,0,0,0,0,0,0,1,0,0,0,1,0,2024,1,1,1,0,5493.312000000001,1.0103092783505154,-12.64,0.8205128205128205,96.0,112.0,100.71428571428571
3,6,156,156,145.0,48.42,0,0,42.97,Winter,0,147,0,0,0,0,0,1,1,0,0,0,0,0,0,1,2024,1,1,1,0,7553.52,0.9936305732484076,5.450000000000003,1.0,118.0,113.0,101.57142857142857
4,6,134,63,0.0,36.62,5,0,32.69,Winter,0,98,0,0,0,0,1,0,0,0,0,1,0,0,1,0,2024,1,1,1,0,2191.707,2.09375,3.9299999999999997,0.0,147.0,100.0,106.42857142857143
5,6,266,105,0.0,72.4,0,0,84.61,Winter,0,163,0,0,0,0,1,0,0,1,0,0,0,0,1,0,2024,1,1,1,0,7602.000000000001,2.509433962264151,-12.209999999999994,0.0,98.0,88.0,106.14285714285714
1,7,118,81,302.5,23.27,5,0,24.78,Winter,0,94,0,0,0,0,1,0,0,1,0,0,0,0,1,0,2022,1,5,1,1,1790.6264999999999,1.4390243902439024,-1.5100000000000016,0.26776859504132233,100.0,100.0,100.0
2,7,233,89,226.0,25.47,10,0,30.08,Winter,0,93,0,0,0,0,0,1,0,0,1,0,1,0,0,0,2022,1,5,1,1,2040.147,2.588888888888889,-4.609999999999999,0.3938053097345133,94.0,100.0,100.0
3,7,247,123,302.5,18.65,0,0,21.62,Winter,0,142,0,0,0,0,1,0,1,0,0,0,0,0,0,1,2022,1,5,1,1,2293.95,1.9919354838709677,-2.9700000000000024,0.4066115702479339,93.0,100.0,100.0
4,7,185,43,253.0,24.34,5,0,26.46,Winter,0,65,0,0,0,0,1,0,0,0,0,1,0,0,1,0,2022,1,5,1,1,994.2889999999999,4.204545454545454,-2.120000000000001,0.16996047430830039,142.0,100.0,100.0
5,7,297,74,0.0,82.73,0,0,79.8,Winter,0,85,0,0,0,0,1,0,0,1,0,0,0,0,1,0,2022,1,5,1,1,6122.02,3.96,2.930000000000007,0.0,65.0,100.0,100.0
1,7,37,37,302.5,27.22,0,0,31.11,Winter,0,127,0,0,0,0,1,0,0,1,0,0,0,0,1,0,2022,1,6,1,1,1007.14,0.9736842105263158,-3.8900000000000006,0.12231404958677686,85.0,100.0,100.0
2,7,144,95,0.0,30.0,0,0,28.44,Winter,0,95,0,0,0,0,0,1,0,0,1,0,1,0,0,0,2022,1,6,1,1,2850.0,1.5,1.5599999999999987,0.0,127.0,100.0,100.0
